Example_Index,Loss
194,8.68481731414795
195,8.711074829101562
196,8.668505668640137
197,8.645770072937012
198,8.624272346496582
199,8.526756286621094
200,8.605215072631836
201,8.551094055175781
202,8.548623085021973
203,8.510842323303223
204,8.48115348815918
205,8.572505950927734
206,8.538317680358887
207,8.484136581420898
208,8.579117774963379
209,8.58117389678955
210,8.57245922088623
211,8.575380325317383
212,8.563752174377441
213,8.539362907409668
214,8.544191360473633
215,8.604344367980957
216,8.595102310180664
217,8.612334251403809
218,8.478636741638184
219,8.48177719116211
220,8.544744491577148
221,8.555274963378906
222,8.549918174743652
223,8.526993751525879
224,8.488295555114746
225,8.525657653808594
226,8.479228973388672
227,8.574698448181152
228,8.461397171020508
229,8.493559837341309
230,8.52724838256836
231,8.498388290405273
232,8.511931419372559
233,8.498682022094727
234,8.384234428405762
235,8.42659854888916
236,8.464125633239746
237,8.37629222869873
238,8.338702201843262
239,8.309271812438965
240,8.322607040405273
241,8.247262954711914
242,8.250563621520996
243,8.24381160736084
244,8.230621337890625
245,8.187617301940918
246,8.214776992797852
247,8.234406471252441
248,8.14509391784668
249,8.185884475708008
250,8.184703826904297
251,8.105978965759277
252,8.15638542175293
253,8.129402160644531
254,8.051419258117676
255,8.067662239074707
256,8.013646125793457
257,7.932746887207031
258,7.985821723937988
259,7.9523234367370605
260,7.949062347412109
261,7.90389347076416
262,7.988632678985596
263,7.994994640350342
264,7.924856185913086
265,7.967710971832275
266,8.006580352783203
267,7.9908037185668945
268,7.924156188964844
269,7.896370887756348
270,7.811468124389648
271,7.8689446449279785
272,7.799485206604004
273,7.758862495422363
274,7.677871227264404
275,7.709372043609619
276,7.645263195037842
277,7.653679847717285
278,7.541266441345215
279,7.566708564758301
280,7.5556488037109375
281,7.598143577575684
282,7.623996257781982
283,7.586655139923096
284,7.605715751647949
285,7.668768882751465
286,7.630198001861572
287,7.689640522003174
288,7.740543842315674
289,7.663388729095459
290,7.767592906951904
291,7.714631080627441
292,7.664881229400635
293,7.702939510345459
294,7.659327983856201
295,7.66394567489624
296,7.7068634033203125
297,7.698706150054932
298,7.684199333190918
299,7.733722686767578
300,7.629052639007568
301,7.692875385284424
302,7.695413112640381
303,7.694674015045166
304,7.700474262237549
305,7.72858190536499
306,7.817233562469482
307,7.807234287261963
308,7.853889465332031
309,7.766087055206299
310,7.783825874328613
311,7.684915065765381
312,7.7981791496276855
313,7.822838306427002
314,7.820356845855713
315,7.78693962097168
316,7.799236297607422
317,7.829098224639893
318,7.88718318939209
319,7.820672035217285
320,7.89717960357666
